txn_id,user_id,txn_date,amount,ingestion_date
100582,1053,2024-02-15,655.64,2024-02-28
100583,1234,2024-01-19,675.95,2024-02-08
100584,1059,2024-02-22,250.85,2024-02-22
100585,1111,2024-02-21,99.56,2024-02-21
100586,1178,2024-02-06,65.23,2024-02-17
100587,1375,2024-02-10,885.20,2024-02-10
100588,1334,2024-02-12,452.68,2024-02-24
100589,1110,2024-01-01,946.94,2024-01-01
100590,1077,2024-01-24,892.96,2024-01-24
100591,1384,2024-02-15,919.18,2024-03-06
100592,1069,2024-02-14,676.99,2024-02-16
100593,1236,2024-02-27,15.04,2024-03-11
100594,1046,2024-02-26,294.36,2024-02-26
100595,1357,2024-02-02,381.02,2024-02-14
100596,1094,2024-02-28,134.30,2024-03-14
100597,1309,2024-02-13,535.99,2024-03-03
100598,1270,2024-02-27,178.61,2024-03-04
100599,1144,2024-02-15,483.52,2024-02-26
100600,1360,2024-02-21,835.22,2024-02-26
100601,1116,2024-02-01,94.27,2024-02-18
100602,1391,2024-02-11,416.95,2024-02-20
100603,1400,2024-01-23,119.83,2024-01-23
100604,1166,2024-01-06,51.51,2024-01-11
100605,1191,2024-01-17,479.26,2024-01-26
100606,1261,2024-02-17,712.95,2024-03-02
100607,1333,2024-01-12,275.95,2024-01-12
100608,1261,2024-01-20,834.32,2024-02-09
100609,1245,2024-02-05,789.81,2024-02-14
100610,1305,2024-02-06,495.95,2024-02-20
100611,1373,2024-02-11,849.11,2024-02-11
100612,1265,2024-01-20,306.61,2024-02-05
100613,1148,2024-02-10,727.85,2024-02-15
100614,1230,2024-02-23,532.33,2024-03-09
100615,1238,2024-01-03,60.03,2024-01-08
100616,1066,2024-02-17,61.29,2024-02-23
100617,1143,2024-01-02,43.71,2024-01-11
100618,1288,2024-01-25,163.74,2024-01-25
100619,1083,2024-02-13,449.10,2024-02-17
100620,1100,2024-01-12,945.49,2024-01-12
100621,1050,2024-02-18,881.57,2024-02-20
100622,1133,2024-01-08,425.03,2024-01-26
100623,1204,2024-02-23,466.09,2024-03-10
100624,1276,2024-01-27,115.74,2024-02-01
100625,1254,2024-02-08,126.23,2024-02-11
100626,1069,2024-02-16,201.51,2024-02-26
100627,1170,2024-02-05,179.82,2024-02-11
100628,1106,2024-01-05,714.94,2024-01-05
100629,1105,2024-02-16,783.22,2024-03-06
100630,1358,2024-02-28,847.44,2024-02-28
100631,1365,2024-01-27,560.54,2024-02-15
100632,1131,2024-01-01,948.12,2024-01-02
100633,1050,2024-01-15,504.45,2024-01-15
100634,1176,2024-01-20,546.54,2024-01-20
100635,1097,2024-02-18,401.43,2024-02-18
100636,1378,2024-02-05,82.23,2024-02-05
100637,1193,2024-01-13,732.16,2024-01-17
100638,1077,2024-02-06,844.13,2024-02-07
100639,1152,2024-01-20,277.22,2024-01-24
100640,1056,2024-01-26,380.52,2024-01-26
100641,1266,2024-02-25,564.92,2024-02-29
100642,1050,2024-01-22,796.76,2024-01-27
100643,1013,2024-01-28,37.14,2024-02-12
100644,1287,2024-01-26,790.86,2024-02-11
100645,1336,2024-01-05,436.81,2024-01-14
100646,1134,2024-01-08,568.55,2024-01-09
100647,1266,2024-01-07,319.66,2024-01-07
100648,1088,2024-01-28,51.22,2024-02-17
100649,1391,2024-01-30,903.84,2024-02-10
100650,1226,2024-01-30,900.57,2024-02-18
100651,1334,2024-02-19,131.56,2024-02-21
100652,1170,2024-01-13,763.46,2024-01-13
100653,1073,2024-02-17,275.98,2024-02-19
100654,1092,2024-01-05,709.17,2024-01-23
100655,1272,2024-02-25,904.79,2024-02-25
100656,1090,2024-01-12,368.51,2024-01-25
100657,1291,2024-02-14,249.85,2024-02-22
100658,1047,2024-01-03,917.15,2024-01-03
100659,1395,2024-01-09,823.58,2024-01-12
100660,1278,2024-01-23,29.28,2024-01-30
100661,1220,2024-01-13,163.16,2024-01-26
100662,1347,2024-01-19,277.84,2024-01-24
100663,1334,2024-01-30,123.37,2024-02-15
100664,1212,2024-02-12,763.03,2024-02-22
100665,1105,2024-02-07,859.51,2024-02-27
100666,1210,2024-01-09,133.41,2024-01-13
100667,1340,2024-02-10,792.13,2024-02-10
100668,1091,2024-02-19,491.89,2024-03-06
100669,1016,2024-01-12,428.72,2024-01-25
100670,1118,2024-01-08,457.85,2024-01-08
100671,1281,2024-01-27,539.27,2024-02-10
100672,1162,2024-02-18,94.81,2024-03-03
100673,1354,2024-01-04,772.33,2024-01-24
100674,1285,2024-02-20,185.17,2024-03-05
100675,1081,2024-01-18,97.37,2024-02-04
100676,1377,2024-01-24,331.24,2024-02-08
100677,1327,2024-02-04,645.85,2024-02-09
100678,1208,2024-01-28,884.83,2024-02-14
100679,1283,2024-01-25,601.79,2024-02-11
100680,1294,2024-02-26,88.93,2024-03-12
100681,1267,2024-02-13,421.11,2024-02-29
100682,1206,2024-02-14,292.37,2024-02-19
100683,1081,2024-02-17,653.26,2024-02-27
100684,1261,2024-01-29,801.05,2024-01-29
100685,1106,2024-01-21,501.71,2024-01-21
100686,1115,2024-01-10,287.75,2024-01-12
100687,1058,2024-02-25,527.93,2024-02-27
100688,1331,2024-02-18,492.61,2024-02-18
100689,1129,2024-01-11,490.01,2024-01-11
100690,1165,2024-02-19,398.24,2024-02-19
100691,1304,2024-01-25,446.78,2024-02-13
100692,1106,2024-01-10,774.06,2024-01-22
100693,1181,2024-01-01,249.57,2024-01-01
100694,1295,2024-01-10,86.86,2024-01-27
100695,1393,2024-01-16,25.29,2024-01-16
100696,1286,2024-01-29,706.09,2024-01-29
100697,1184,2024-02-05,445.11,2024-02-11
100698,1275,2024-02-07,802.34,2024-02-09
100699,1018,2024-01-05,88.29,2024-01-15
100700,1005,2024-02-16,305.11,2024-03-02
100701,1119,2024-02-04,721.91,2024-02-04
100702,1042,2024-02-24,432.95,2024-02-24
100703,1397,2024-01-07,769.36,2024-01-18
100704,1344,2024-02-10,918.72,2024-02-16
100705,1177,2024-01-18,208.40,2024-01-18
100706,1121,2024-01-08,83.53,2024-01-28
100707,1104,2024-02-05,253.76,2024-02-09
100708,1021,2024-02-03,417.77,2024-02-04
100709,1235,2024-01-31,15.50,2024-02-04
100710,1003,2024-01-13,22.51,2024-01-13
100711,1024,2024-01-21,626.45,2024-02-05
100712,1378,2024-02-03,660.30,2024-02-23
100713,1203,2024-02-11,692.36,2024-02-21
100714,1246,2024-02-09,591.39,2024-02-29
100715,1006,2024-02-21,349.09,2024-03-05
100716,1004,2024-01-08,766.36,2024-01-11
100717,1195,2024-01-14,127.58,2024-01-15
100718,1158,2024-01-16,189.35,2024-01-16
100719,1147,2024-02-17,777.01,2024-02-24
100720,1115,2024-02-22,817.47,2024-02-22
100721,1302,2024-02-04,206.68,2024-02-09
100722,1366,2024-02-24,620.76,2024-03-09
100723,1332,2024-02-26,801.56,2024-02-26
100724,1095,2024-02-23,816.70,2024-02-23
100725,1259,2024-02-26,516.27,2024-02-29
100726,1250,2024-01-20,292.86,2024-02-04
100727,1384,2024-02-15,149.28,2024-02-15
100728,1100,2024-01-06,406.57,2024-01-10
100729,1332,2024-01-05,166.14,2024-01-10
100730,1379,2024-01-17,704.45,2024-02-01
100731,1336,2024-02-11,916.03,2024-02-11
100732,1222,2024-01-18,453.20,2024-01-18
100733,1310,2024-01-21,818.21,2024-01-21
100734,1176,2024-01-17,560.11,2024-01-24
100735,1351,2024-02-17,287.14,2024-02-17
100736,1051,2024-02-21,789.68,2024-03-05
100737,1121,2024-02-04,57.87,2024-02-05
100738,1089,2024-01-18,106.50,2024-02-01
100739,1337,2024-01-21,930.72,2024-02-06
100740,1279,2024-01-20,702.85,2024-02-09
100741,1033,2024-01-15,697.21,2024-01-25
100742,1021,2024-01-20,44.80,2024-01-20
100743,1113,2024-01-11,385.70,2024-01-11
100744,1238,2024-01-09,492.55,2024-01-29
100745,1359,2024-02-01,889.16,2024-02-01
100746,1112,2024-01-27,860.77,2024-01-27
100747,1072,2024-02-12,825.58,2024-02-12
100748,1192,2024-01-07,227.99,2024-01-09
100749,1399,2024-01-29,506.61,2024-02-12
100750,1012,2024-02-21,551.82,2024-03-10
100751,1177,2024-01-21,69.70,2024-02-04
100752,1061,2024-02-16,845.79,2024-02-20
100753,1182,2024-01-09,475.10,2024-01-21
100754,1069,2024-02-03,431.43,2024-02-17
100755,1285,2024-02-01,29.56,2024-02-01
100756,1348,2024-02-02,280.73,2024-02-02
100757,1032,2024-02-06,190.67,2024-02-06
100758,1288,2024-01-18,333.22,2024-01-26
100759,1153,2024-02-11,487.18,2024-02-11
100760,1068,2024-01-24,562.40,2024-02-04
100761,1144,2024-02-24,876.43,2024-02-24
100762,1350,2024-02-10,812.25,2024-02-10
100763,1007,2024-02-25,682.29,2024-02-25
100764,1055,2024-02-25,450.36,2024-02-25
100765,1260,2024-01-19,840.18,2024-02-01
100766,1206,2024-02-06,912.22,2024-02-18
100767,1087,2024-01-10,758.21,2024-01-16
100768,1103,2024-02-03,594.53,2024-02-13
100769,1397,2024-01-25,659.26,2024-01-28
100770,1255,2024-02-11,637.03,2024-02-16
100771,1169,2024-02-18,172.89,2024-02-24
100772,1003,2024-02-07,579.40,2024-02-11
100773,1379,2024-02-26,755.87,2024-03-13
100774,1399,2024-01-30,295.43,2024-02-06
100775,1058,2024-01-27,533.42,2024-01-28
100776,1299,2024-01-20,347.26,2024-01-20
100777,1077,2024-02-01,255.16,2024-02-07
100778,1264,2024-01-09,174.23,2024-01-26
100779,1352,2024-01-28,40.05,2024-01-31
100780,1296,2024-02-28,327.47,2024-03-01
100781,1184,2024-02-11,590.51,2024-02-15
100782,1383,2024-02-12,538.26,2024-02-28
100783,1332,2024-01-23,252.35,2024-01-23
100784,1182,2024-01-26,329.90,2024-02-07
100785,1140,2024-02-04,733.21,2024-02-04
100786,1048,2024-01-02,733.89,2024-01-20
100787,1338,2024-02-10,261.44,2024-02-15
100788,1287,2024-02-18,812.20,2024-03-06
100789,1110,2024-02-13,578.03,2024-02-17
100790,1381,2024-02-15,674.02,2024-02-15
100791,1106,2024-01-26,881.03,2024-01-26
100792,1339,2024-01-14,421.56,2024-01-29
100793,1252,2024-01-03,914.89,2024-01-07
100794,1048,2024-01-18,926.18,2024-01-18
100795,1030,2024-01-15,744.75,2024-02-04
100796,1337,2024-02-06,745.23,2024-02-10
100797,1114,2024-02-08,784.19,2024-02-10
100798,1212,2024-02-23,486.87,2024-02-29
100799,1045,2024-02-28,602.13,2024-02-28
100800,1295,2024-01-04,828.62,2024-01-16
100801,1040,2024-01-23,157.61,2024-01-23
100802,1344,2024-01-08,284.60,2024-01-23
100803,1117,2024-02-16,726.25,2024-03-03
100804,1377,2024-02-02,698.60,2024-02-06
100805,1067,2024-01-17,155.04,2024-01-29
100806,1256,2024-02-21,324.53,2024-02-21
100807,1308,2024-02-02,139.51,2024-02-02
100808,1091,2024-02-10,807.68,2024-02-25
100809,1308,2024-01-29,921.46,2024-01-29
100810,1154,2024-02-27,733.07,2024-02-27
100811,1075,2024-01-05,16.19,2024-01-21
100812,1155,2024-01-30,330.84,2024-01-30
100813,1261,2024-02-11,484.72,2024-02-14
100814,1289,2024-01-29,260.05,2024-02-12
100815,1343,2024-01-06,349.00,2024-01-14
100816,1207,2024-02-26,152.51,2024-03-14
100817,1356,2024-01-26,406.42,2024-01-26
100818,1012,2024-02-02,224.49,2024-02-16
100819,1218,2024-02-09,398.60,2024-02-23
100820,1308,2024-01-10,854.18,2024-01-10
100821,1170,2024-01-04,904.73,2024-01-21
100822,1359,2024-01-14,756.93,2024-01-14
100823,1010,2024-02-08,350.07,2024-02-09
100824,1037,2024-02-29,426.02,2024-03-13
100825,1343,2024-01-08,19.35,2024-01-08
100826,1033,2024-01-31,767.87,2024-02-03
100827,1358,2024-01-20,89.69,2024-01-20
100828,1102,2024-02-27,305.92,2024-02-27
100829,1396,2024-01-14,933.03,2024-01-14
100830,1315,2024-01-08,164.47,2024-01-10
100831,1151,2024-02-21,379.67,2024-02-23
100832,1184,2024-01-13,630.57,2024-01-18
100833,1025,2024-02-04,858.36,2024-02-06
100834,1093,2024-01-24,929.07,2024-02-10
100835,1025,2024-02-07,924.30,2024-02-07
100836,1122,2024-02-04,404.15,2024-02-22
100837,1226,2024-02-27,831.13,2024-03-09
100838,1149,2024-02-09,864.68,2024-02-10
100839,1146,2024-02-05,787.38,2024-02-05
100840,1090,2024-02-24,856.20,2024-02-29
100841,1239,2024-02-22,668.28,2024-03-08
100842,1114,2024-01-23,615.25,2024-01-23
100843,1217,2024-02-29,844.32,2024-03-10
100844,1028,2024-02-22,751.04,2024-02-22
100845,1038,2024-01-04,622.91,2024-01-16
100846,1259,2024-01-09,844.41,2024-01-22
100847,1195,2024-01-24,738.88,2024-02-03
100848,1138,2024-01-18,89.22,2024-02-05
100849,1307,2024-01-12,324.42,2024-01-17
100850,1299,2024-02-21,499.24,2024-03-10
100851,1010,2024-01-13,276.89,2024-01-16
100852,1193,2024-01-16,490.97,2024-01-26
100853,1133,2024-02-01,500.06,2024-02-07
100854,1319,2024-02-11,32.02,2024-02-29
100855,1268,2024-02-29,566.95,2024-02-29
100856,1197,2024-02-18,236.86,2024-02-28
100857,1282,2024-02-23,692.92,2024-03-11
100858,1258,2024-02-14,113.82,2024-02-16
100859,1114,2024-01-13,801.09,2024-01-22
100860,1017,2024-01-06,599.37,2024-01-18
100861,1367,2024-01-23,126.38,2024-01-27
100862,1295,2024-01-05,431.81,2024-01-05
100863,1026,2024-01-19,548.09,2024-01-20
100864,1184,2024-02-27,435.96,2024-03-06
100865,1386,2024-02-22,767.06,2024-02-22
100866,1009,2024-02-16,939.66,2024-03-06
100867,1088,2024-01-30,681.77,2024-02-17
100868,1382,2024-02-23,803.83,2024-03-02
100869,1262,2024-01-07,339.32,2024-01-17
100870,1030,2024-02-19,636.91,2024-02-19
100871,1079,2024-01-02,776.17,2024-01-21
100872,1135,2024-01-09,642.09,2024-01-09
100873,1278,2024-02-20,681.49,2024-03-08
100874,1135,2024-02-27,703.26,2024-03-02
100875,1060,2024-01-22,318.18,2024-02-10
100876,1327,2024-02-02,191.00,2024-02-14
100877,1106,2024-01-16,437.05,2024-01-21
100878,1316,2024-01-21,678.94,2024-02-04
100879,1215,2024-02-20,87.03,2024-02-22
100880,1081,2024-02-23,409.39,2024-02-28
100881,1006,2024-02-10,457.68,2024-02-25
100882,1264,2024-01-27,83.39,2024-02-13
100883,1338,2024-02-14,388.59,2024-03-03
100884,1280,2024-01-04,497.81,2024-01-04
100885,1185,2024-01-24,381.10,2024-02-02
100886,1294,2024-02-05,559.25,2024-02-19
100887,1264,2024-02-09,946.72,2024-02-25
100888,1138,2024-02-16,697.81,2024-02-16
100889,1380,2024-02-28,401.91,2024-03-02
100890,1043,2024-01-17,145.69,2024-01-22
100891,1083,2024-02-05,465.68,2024-02-20
100892,1193,2024-01-16,131.62,2024-02-02
100893,1104,2024-01-19,821.48,2024-01-19
100894,1265,2024-02-11,120.97,2024-02-11
100895,1113,2024-02-04,209.88,2024-02-04
100896,1070,2024-02-12,454.95,2024-02-18
100897,1268,2024-02-27,897.43,2024-02-27
100898,1316,2024-02-08,357.17,2024-02-12
100899,1221,2024-01-18,575.50,2024-02-01
100900,1331,2024-02-21,113.72,2024-03-04
100901,1385,2024-01-28,547.46,2024-01-28
100902,1204,2024-01-15,47.87,2024-01-20
100903,1096,2024-01-07,120.68,2024-01-07
100904,1037,2024-01-09,296.63,2024-01-21
100905,1137,2024-02-16,295.06,2024-03-03
100906,1086,2024-02-08,36.30,2024-02-13
100907,1031,2024-01-26,143.61,2024-02-14
100908,1352,2024-01-22,406.45,2024-01-22
100909,1182,2024-02-21,890.61,2024-03-02
100910,1098,2024-01-03,845.71,2024-01-10
100911,1343,2024-02-29,182.09,2024-03-12
100912,1340,2024-01-14,469.47,2024-01-14
100913,1385,2024-02-09,124.99,2024-02-21
100914,1231,2024-01-28,73.51,2024-01-30
100915,1077,2024-02-28,402.52,2024-03-09
100916,1279,2024-02-28,301.12,2024-03-07
100917,1188,2024-01-21,856.27,2024-01-21
100918,1075,2024-01-11,744.47,2024-01-27
100919,1152,2024-01-01,794.39,2024-01-21
100920,1166,2024-01-03,134.84,2024-01-08
100921,1183,2024-01-23,484.48,2024-02-07
100922,1004,2024-01-21,725.98,2024-02-05
100923,1032,2024-02-25,150.04,2024-03-07
100924,1064,2024-01-03,93.96,2024-01-23
100925,1162,2024-02-26,634.63,2024-02-26
100926,1340,2024-01-19,395.05,2024-01-27
100927,1306,2024-01-27,856.23,2024-02-07
100928,1068,2024-02-29,518.53,2024-03-11
100929,1162,2024-01-31,846.64,2024-02-09
100930,1157,2024-02-16,617.16,2024-02-16
100931,1138,2024-02-04,824.00,2024-02-05
100932,1161,2024-01-15,547.68,2024-01-25
100933,1383,2024-01-06,537.38,2024-01-10
100934,1242,2024-02-23,615.28,2024-02-26
100935,1343,2024-01-18,190.88,2024-01-18
100936,1094,2024-01-06,591.58,2024-01-25
100937,1359,2024-02-26,722.16,2024-03-14
100938,1057,2024-02-08,188.03,2024-02-24
100939,1152,2024-02-18,482.48,2024-02-19
100940,1190,2024-02-02,123.07,2024-02-20
100941,1051,2024-02-26,178.96,2024-02-27
100942,1227,2024-01-23,268.46,2024-01-23
100943,1362,2024-02-01,203.46,2024-02-01
100944,1135,2024-01-10,789.91,2024-01-29
100945,1192,2024-02-26,427.58,2024-02-26
100946,1354,2024-02-08,768.51,2024-02-28
100947,1336,2024-02-10,311.21,2024-02-29
100948,1285,2024-01-14,52.28,2024-01-14
100949,1067,2024-01-05,820.26,2024-01-06
100950,1263,2024-02-04,329.56,2024-02-04
100951,1244,2024-01-03,179.68,2024-01-03
100952,1007,2024-01-05,32.61,2024-01-05
100953,1138,2024-01-22,506.23,2024-01-22
100954,1028,2024-02-29,369.09,2024-03-02
100955,1021,2024-01-08,117.77,2024-01-12
100956,1339,2024-01-03,519.27,2024-01-03
100957,1145,2024-01-30,278.23,2024-01-30
100958,1377,2024-01-05,181.71,2024-01-08
100959,1094,2024-01-31,154.97,2024-02-14
100960,1320,2024-01-30,647.89,2024-01-30
100961,1354,2024-02-28,65.38,2024-02-28
100962,1223,2024-01-17,913.46,2024-01-23
100963,1244,2024-02-06,35.54,2024-02-08
100964,1161,2024-01-16,290.14,2024-01-16
100965,1002,2024-01-19,102.82,2024-01-24
100966,1262,2024-01-26,398.05,2024-02-06
100967,1006,2024-01-18,252.46,2024-01-22
100968,1314,2024-01-24,58.77,2024-02-01
100969,1338,2024-01-22,717.01,2024-01-22
100970,1318,2024-01-20,560.87,2024-02-05
100971,1108,2024-01-12,488.10,2024-01-12
100972,1325,2024-01-15,484.16,2024-01-15
100973,1151,2024-02-08,902.40,2024-02-08
100974,1013,2024-02-05,263.13,2024-02-16
100975,1260,2024-01-03,446.93,2024-01-17
100976,1177,2024-02-12,71.53,2024-02-13
100977,1025,2024-02-27,393.04,2024-02-27
100978,1004,2024-01-21,229.72,2024-01-22
100979,1376,2024-01-04,263.01,2024-01-23
100980,1135,2024-01-21,644.59,2024-01-29
100981,1342,2024-01-19,727.20,2024-01-24
100982,1121,2024-02-29,296.34,2024-03-07
100983,1318,2024-02-27,429.22,2024-02-27
100984,1011,2024-02-14,805.50,2024-02-14
100985,1296,2024-01-20,480.41,2024-01-20
100986,1378,2024-01-01,745.91,2024-01-01
100987,1260,2024-01-03,143.83,2024-01-03
100988,1185,2024-01-18,518.01,2024-01-24
100989,1376,2024-02-17,745.10,2024-03-06
100990,1249,2024-02-21,905.46,2024-03-10
100991,1090,2024-02-25,434.64,2024-02-26
100992,1142,2024-02-05,773.89,2024-02-25
100993,1053,2024-01-28,281.89,2024-02-03
100994,1347,2024-02-17,10.51,2024-02-17
100995,1250,2024-01-02,887.50,2024-01-18
100996,1247,2024-01-16,266.90,2024-01-16
100997,1149,2024-02-05,245.84,2024-02-18
100998,1203,2024-02-27,949.29,2024-02-27
100999,1167,2024-02-03,801.89,2024-02-10
101000,1154,2024-01-05,560.05,2024-01-22
101001,1187,2024-02-28,274.43,2024-03-02
101002,1061,2024-01-02,704.83,2024-01-21
101003,1243,2024-01-29,75.74,2024-02-01
101004,1310,2024-02-02,381.59,2024-02-06
101005,1399,2024-01-15,790.67,2024-02-02
101006,1388,2024-02-01,948.89,2024-02-15
101007,1353,2024-01-30,208.20,2024-02-16
101008,1248,2024-02-11,909.97,2024-02-22
101009,1350,2024-01-25,840.90,2024-01-25
101010,1390,2024-02-19,898.68,2024-02-28
101011,1368,2024-01-29,930.86,2024-02-13
101012,1388,2024-02-21,266.63,2024-03-03
101013,1394,2024-01-22,331.13,2024-01-22
101014,1197,2024-02-11,442.21,2024-03-02
101015,1365,2024-01-12,318.75,2024-01-17
101016,1321,2024-01-30,617.66,2024-01-31
101017,1191,2024-01-15,582.26,2024-01-15
101018,1381,2024-01-30,14.02,2024-01-30
101019,1225,2024-01-06,19.00,2024-01-12
101020,1178,2024-01-19,398.37,2024-02-04
101021,1052,2024-02-05,726.72,2024-02-23
101022,1171,2024-02-13,86.28,2024-02-13
101023,1088,2024-01-15,834.12,2024-01-18
101024,1205,2024-02-24,516.33,2024-03-10
101025,1144,2024-01-27,641.91,2024-02-08
101026,1234,2024-02-19,923.72,2024-03-03
101027,1187,2024-02-27,787.82,2024-03-10
101028,1254,2024-01-22,373.55,2024-01-22
101029,1302,2024-01-11,798.80,2024-01-12
101030,1340,2024-02-07,127.28,2024-02-19
101031,1390,2024-02-01,890.07,2024-02-01
101032,1092,2024-02-21,427.90,2024-02-29
101033,1367,2024-02-24,708.56,2024-03-04
101034,1241,2024-02-13,649.72,2024-02-13
101035,1085,2024-02-06,676.65,2024-02-06
101036,1279,2024-01-30,190.02,2024-02-19
101037,1052,2024-01-05,597.72,2024-01-05
101038,1313,2024-01-10,769.91,2024-01-18
101039,1388,2024-01-05,230.20,2024-01-05
101040,1330,2024-02-21,474.18,2024-02-21
101041,1020,2024-02-08,351.22,2024-02-08
101042,1278,2024-01-10,273.91,2024-01-10
101043,1369,2024-01-29,860.24,2024-01-29
101044,1009,2024-01-01,674.55,2024-01-08
101045,1059,2024-01-07,16.71,2024-01-20
101046,1186,2024-02-04,114.29,2024-02-13
101047,1097,2024-01-07,544.96,2024-01-23
101048,1003,2024-02-18,170.25,2024-02-18
101049,1292,2024-01-11,192.14,2024-01-11
101050,1038,2024-02-08,704.49,2024-02-28
101051,1173,2024-02-15,541.23,2024-02-18
101052,1207,2024-02-28,562.87,2024-03-11
101053,1341,2024-02-13,71.15,2024-02-13
101054,1338,2024-02-02,254.05,2024-02-02
101055,1160,2024-01-10,545.71,2024-01-18
101056,1087,2024-01-22,838.14,2024-01-31
101057,1314,2024-02-10,190.34,2024-02-11
101058,1389,2024-02-16,942.43,2024-02-16
101059,1294,2024-02-04,661.41,2024-02-04
101060,1201,2024-02-12,510.97,2024-02-12
101061,1041,2024-01-24,247.75,2024-01-24
101062,1232,2024-02-16,536.51,2024-03-02
101063,1101,2024-02-14,11.84,2024-02-28
101064,1012,2024-01-23,612.51,2024-01-25
101065,1176,2024-01-14,812.63,2024-01-25
101066,1288,2024-02-27,416.60,2024-03-12
101067,1238,2024-02-14,267.59,2024-03-02
101068,1086,2024-02-21,448.59,2024-03-04
101069,1301,2024-02-28,496.22,2024-02-28
101070,1101,2024-01-31,50.86,2024-02-08
101071,1224,2024-02-09,54.15,2024-02-23
101072,1349,2024-02-02,510.47,2024-02-13
101073,1079,2024-01-29,14.85,2024-01-29
101074,1153,2024-02-26,192.93,2024-02-29
101075,1335,2024-01-07,837.29,2024-01-08
101076,1306,2024-01-16,940.85,2024-01-24
101077,1086,2024-02-05,929.41,2024-02-19
101078,1330,2024-02-14,910.31,2024-02-14
101079,1156,2024-01-08,871.98,2024-01-15
101080,1241,2024-02-18,164.61,2024-02-18
101081,1196,2024-02-20,302.16,2024-02-24
101082,1253,2024-02-29,36.20,2024-03-07
101083,1033,2024-01-31,769.58,2024-02-19
101084,1050,2024-02-11,759.39,2024-02-22
101085,1008,2024-01-11,800.08,2024-01-19
101086,1136,2024-02-12,111.37,2024-02-20
101087,1312,2024-01-02,911.27,2024-01-02
101088,1288,2024-02-16,792.57,2024-02-16
101089,1199,2024-01-13,782.34,2024-01-13
101090,1005,2024-01-26,498.49,2024-02-03
101091,1251,2024-01-05,896.93,2024-01-25
101092,1296,2024-01-20,592.39,2024-01-20
101093,1385,2024-02-21,728.25,2024-03-07
101094,1067,2024-02-16,554.20,2024-02-16
101095,1372,2024-01-12,90.40,2024-01-14
101096,1188,2024-02-22,871.71,2024-03-06
101097,1336,2024-01-17,304.48,2024-01-20
101098,1179,2024-02-15,745.69,2024-02-17
101099,1165,2024-01-21,873.97,2024-01-21
101100,1080,2024-01-07,425.40,2024-01-17
101101,1023,2024-02-19,584.09,2024-03-04
101102,1275,2024-01-14,71.84,2024-01-16
101103,1194,2024-02-13,535.70,2024-02-23
101104,1397,2024-02-15,808.93,2024-02-28
101105,1306,2024-01-06,100.08,2024-01-20
101106,1275,2024-01-28,229.13,2024-02-17
101107,1391,2024-01-18,750.23,2024-01-18
101108,1225,2024-01-02,596.57,2024-01-17
101109,1389,2024-02-03,370.88,2024-02-17
101110,1194,2024-01-25,837.14,2024-01-25
101111,1218,2024-02-06,592.08,2024-02-17
101112,1337,2024-01-02,621.87,2024-01-02
101113,1260,2024-01-21,645.23,2024-01-22
101114,1390,2024-01-26,436.83,2024-02-06
101115,1388,2024-01-12,562.54,2024-01-16
101116,1379,2024-01-18,106.53,2024-02-07
101117,1145,2024-01-27,680.50,2024-01-27
101118,1219,2024-02-28,567.31,2024-03-13
101119,1349,2024-01-14,192.00,2024-02-02
101120,1188,2024-02-08,128.42,2024-02-25
101121,1220,2024-01-01,250.91,2024-01-15
101122,1320,2024-01-06,462.52,2024-01-26
101123,1100,2024-01-16,427.95,2024-01-24
101124,1026,2024-02-14,139.41,2024-02-16
101125,1329,2024-01-24,66.86,2024-02-03
101126,1360,2024-01-23,559.45,2024-02-09
101127,1051,2024-01-22,912.16,2024-02-03
101128,1209,2024-02-04,302.52,2024-02-22
101129,1157,2024-01-22,738.97,2024-01-27
101130,1378,2024-01-13,451.35,2024-02-02
101131,1243,2024-01-14,332.33,2024-01-26
101132,1361,2024-02-04,922.05,2024-02-21
101133,1139,2024-01-06,561.25,2024-01-11
101134,1130,2024-01-03,63.88,2024-01-20
101135,1101,2024-01-24,780.03,2024-02-11
101136,1298,2024-01-20,817.18,2024-02-03
101137,1177,2024-02-29,333.19,2024-03-04
101138,1225,2024-01-13,612.12,2024-01-20
101139,1142,2024-01-20,748.15,2024-01-31
101140,1395,2024-02-20,187.99,2024-03-07
101141,1283,2024-02-10,663.09,2024-02-25
101142,1192,2024-01-07,573.78,2024-01-18
101143,1039,2024-02-10,810.89,2024-02-29
101144,1052,2024-01-16,915.28,2024-01-16
101145,1247,2024-02-07,589.14,2024-02-21
101146,1270,2024-01-22,318.90,2024-01-26
101147,1089,2024-02-07,437.04,2024-02-09
101148,1370,2024-01-25,476.17,2024-01-26
101149,1317,2024-02-15,610.44,2024-02-23
101150,1247,2024-02-13,448.54,2024-02-20
101151,1317,2024-01-23,234.68,2024-01-23
101152,1313,2024-01-22,700.51,2024-02-02
101153,1229,2024-01-04,768.84,2024-01-17
101154,1230,2024-01-23,203.00,2024-01-29
101155,1346,2024-01-08,786.52,2024-01-09
101156,1315,2024-01-09,351.05,2024-01-12
101157,1015,2024-01-11,346.41,2024-01-11
101158,1180,2024-02-09,531.41,2024-02-14
101159,1282,2024-01-04,283.14,2024-01-11
101160,1081,2024-01-08,603.45,2024-01-08
101161,1121,2024-01-19,867.95,2024-01-31
101162,1311,2024-02-07,51.27,2024-02-08
101163,1098,2024-02-06,197.18,2024-02-16
